thisRow.t,notes,trial_index,filename,source,gender,emotion,resp_key,rt,correct,missing_file,participant,session,
,,65,ai_happy_man_10.jpg,ai,male,happy,right,0.5803739590046462,True,False,angelo,001,
,,66,ai_happy_man_05.jpg,ai,male,happy,right,0.4570228749944363,True,False,angelo,001,
,,67,ai_happy_man_06.jpg,ai,male,happy,right,0.5943988749932032,True,False,angelo,001,
,,68,real_man14_sad.JPG,non-ai,male,sad,left,0.5319786250183824,True,False,angelo,001,
,,69,real_woman11_sad.JPG,non-ai,female,sad,left,0.6365369999839459,True,False,angelo,001,
,,70,AI_sad_woman_09.jpg,ai,female,sad,left,0.6190484999970067,True,False,angelo,001,
,,71,AI_happy_woman_03.jpg,ai,female,happy,right,0.5709507499996107,True,False,angelo,001,
,,72,real_woman12_sad.JPG,non-ai,female,sad,left,0.6263922500074841,True,False,angelo,001,
,,73,AI_sad_woman_06.jpg,ai,female,sad,left,0.5110920000006445,True,False,angelo,001,
,,74,AI_sad_man_10.jpg,ai,male,sad,left,0.5455932909972034,True,False,angelo,001,
,,75,AI_sad_man_07.jpg,ai,male,sad,left,0.5625670830195304,True,False,angelo,001,
,,76,real_man15_sad.JPG,non-ai,male,sad,left,0.4693590000097174,True,False,angelo,001,
,,77,ai_happy_man_01.jpg,ai,male,happy,right,0.5871784999908414,True,False,angelo,001,
,,78,ai_happy_man_04.jpg,ai,male,happy,right,0.5683399589906912,True,False,angelo,001,
,,79,AI_happy_woman_08.jpg,ai,female,happy,right,0.6141404999943916,True,False,angelo,001,
