thisRow.t,notes,trial_index,filename,source,gender,emotion,resp_key,rt,correct,missing_file,participant,session,
,,65,real_woman16_sad.JPG,non-ai,female,sad,left,0.7095944159955252,True,False,peleg,001,
,,66,real_woman19_sad.JPG,non-ai,female,sad,left,0.4556575419846922,True,False,peleg,001,
,,67,ai_happy_man_01.jpg,ai,male,happy,right,0.6531707500107586,True,False,peleg,001,
,,68,AI_happy_woman_10.jpg,ai,female,happy,right,0.5943186660006177,True,False,peleg,001,
,,69,AI_sad_man_04.jpg,ai,male,sad,left,1.1350148330093361,True,False,peleg,001,
,,70,AI_happy_woman_09.jpg,ai,female,happy,right,0.5759687910031062,True,False,peleg,001,
,,71,ai_happy_man_08.jpg,ai,male,happy,right,0.5190359999833163,True,False,peleg,001,
,,72,AI_happy_woman_08.jpg,ai,female,happy,right,0.7946224579936825,True,False,peleg,001,
,,73,AI_sad_woman_04.jpg,ai,female,sad,left,0.567614625004353,True,False,peleg,001,
,,74,real_man12_sad.JPG,non-ai,male,sad,right,0.636185708019184,False,False,peleg,001,
,,75,ai_happy_man_09.jpg,ai,male,happy,right,0.5897319159994368,True,False,peleg,001,
,,76,real_man17_sad.JPG,non-ai,male,sad,left,0.49570404199766926,True,False,peleg,001,
,,77,real_woman12_sad.JPG,non-ai,female,sad,left,0.7419599170098081,True,False,peleg,001,
,,78,AI_happy_woman_07.jpg,ai,female,happy,right,0.5491596659994684,True,False,peleg,001,
,,79,AI_sad_man_01.jpg,ai,male,sad,left,0.5237900420033839,True,False,peleg,001,
