thisRow.t,notes,trial_index,filename,source,gender,emotion,resp_key,rt,correct,missing_file,participant,session,
,,66,real_woman15_sad.JPG,non-ai,female,sad,left,0.5985184169840068,True,False,tia,001,
,,67,AI_sad_man_10.jpg,ai,male,sad,left,0.5335177909873892,True,False,tia,001,
,,68,real_man20_sad.JPG,non-ai,male,sad,left,0.7260677919839509,True,False,tia,001,
,,69,real_woman17_sad.JPG,non-ai,female,sad,left,0.6439767080009915,True,False,tia,001,
,,70,real_man3_smiling.JPG,non-ai,male,happy,right,0.5319546660175547,True,False,tia,001,
,,71,ai_happy_man_07.jpg,ai,male,happy,right,0.5579021669982467,True,False,tia,001,
,,72,ai_happy_man_02.jpg,ai,male,happy,right,0.47967674999381416,True,False,tia,001,
,,73,ai_happy_man_01.jpg,ai,male,happy,right,0.5304228750173934,True,False,tia,001,
,,74,ai_happy_man_10.jpg,ai,male,happy,right,0.47105262501281686,True,False,tia,001,
,,75,real_man12_sad.JPG,non-ai,male,sad,left,0.5232224170176778,True,False,tia,001,
,,76,AI_sad_woman_02.jpg,ai,female,sad,left,0.9956332920119166,True,False,tia,001,
,,77,real_man4_smiling.JPG,non-ai,male,happy,right,1.0339631670212839,True,False,tia,001,
,,78,real_woman16_sad.JPG,non-ai,female,sad,left,0.8104510830016807,True,False,tia,001,
,,79,AI_sad_woman_03.jpg,ai,female,sad,left,0.5583074160094839,True,False,tia,001,
