thisRow.t,notes,trial_index,filename,source,gender,emotion,resp_key,rt,correct,missing_file,participant,session,
,,67,real_man20_sad.JPG,non-ai,male,sad,left,0.7449297499842942,True,False,vered,001,
,,68,real_woman4_smiling.JPG,non-ai,female,happy,right,0.6023871249926742,True,False,vered,001,
,,69,real_woman18_sad.JPG,non-ai,female,sad,left,0.7564401660056319,True,False,vered,001,
,,70,real_man15_sad.JPG,non-ai,male,sad,left,0.573920333001297,True,False,vered,001,
,,71,AI_happy_woman_03.jpg,ai,female,happy,right,0.6264412080054171,True,False,vered,001,
,,72,real_man9_smiling.JPG,non-ai,male,happy,right,0.515233750018524,True,False,vered,001,
,,73,AI_happy_woman_01.jpg,ai,female,happy,right,0.6834601250011474,True,False,vered,001,
,,74,real_woman11_sad.JPG,non-ai,female,sad,left,0.8086574999906588,True,False,vered,001,
,,75,AI_sad_man_07.jpg,ai,male,sad,left,0.7182590420125052,True,False,vered,001,
,,76,ai_happy_man_09.jpg,ai,male,happy,left,0.6341426670260262,False,False,vered,001,
,,77,real_woman9_smiling.JPG,non-ai,female,happy,right,0.8122020000009798,True,False,vered,001,
,,78,ai_happy_man_04.jpg,ai,male,happy,right,0.5923957909981254,True,False,vered,001,
,,79,real_woman7_smiling.JPG,non-ai,female,happy,right,0.7971342919918243,True,False,vered,001,
