thisRow.t,notes,trial_index,filename,source,gender,emotion,resp_key,rt,correct,missing_file,participant,session,
,,67,AI_sad_woman_06.jpg,ai,female,sad,left,0.5166267500026152,True,False,alon,001,
,,68,real_man17_sad.JPG,non-ai,male,sad,left,1.024307209008839,True,False,alon,001,
,,69,AI_happy_woman_10.jpg,ai,female,happy,right,0.6451696250005625,True,False,alon,001,
,,70,AI_sad_woman_05.jpg,ai,female,sad,left,0.7969548749970272,True,False,alon,001,
,,71,AI_happy_woman_04.jpg,ai,female,happy,left,1.4488567079824861,False,False,alon,001,
,,72,real_woman9_smiling.JPG,non-ai,female,happy,,,False,False,alon,001,
,,73,real_woman11_sad.JPG,non-ai,female,sad,left,1.0512652500183322,True,False,alon,001,
,,74,real_woman6_smiling.JPG,non-ai,female,happy,right,0.9388427089725155,True,False,alon,001,
,,75,AI_sad_man_06.jpg,ai,male,sad,left,0.9165755420108326,True,False,alon,001,
,,76,ai_happy_man_05.jpg,ai,male,happy,right,1.1321677500091027,True,False,alon,001,
,,77,ai_happy_man_10.jpg,ai,male,happy,,,False,False,alon,001,
,,78,real_woman4_smiling.JPG,non-ai,female,happy,right,0.9457359580264892,True,False,alon,001,
,,79,real_man3_smiling.JPG,non-ai,male,happy,right,0.6651553339906968,True,False,alon,001,
